"Student_ID","Major_Category","Year_of_Study","Pre_Semester_GPA","Weekly_GenAI_Hours","Primary_Use_Case","Prompt_Engineering_Skill","Tool_Diversity","Paid_Subscription","Traditional_Study_Hours","Perceived_AI_Dependency","Institutional_Policy","Anxiety_Level_During_Exams","Post_Semester_GPA","Skill_Retention_Score","Burnout_Risk_Level"
112032,"Humanities","Junior",3.303,13.06,"Copywriting/Drafting","Beginner",1,"TRUE",12.13,6,"Allowed_With_Citation",5,3.577,77.71,"Medium"
103796,"Business","Junior",3.055,3.29,"Ideation","Intermediate",2,"FALSE",21.36,5,"Actively_Encouraged",1,3.432,79.15,"Medium"
127475,"STEM","Sophomore",3.459,24.32,"Debugging/Troubleshooting","Advanced",3,"TRUE",12.05,8,"Allowed_With_Citation",4,4,74.38,"High"
128090,"Business","Junior",3.733,3.65,"Debugging/Troubleshooting","Advanced",3,"TRUE",14.54,4,"Allowed_With_Citation",4,4,95.65,"Low"
122851,"Business","Senior",2.351,0.8,"Copywriting/Drafting","Beginner",1,"FALSE",10.77,3,"Allowed_With_Citation",2,2.761,80.67,"High"
148522,"STEM","Sophomore",2.964,1.24,"Direct_Answer_Generation","Advanced",4,"FALSE",19.19,2,"Strict_Ban",3,3.298,92.64,"Medium"
136457,"STEM","Year 2",3.598,1.59,"Summarizing_Reading","Intermediate",1,"TRUE",3.27,4,"Allowed_With_Citation",3,3.906,68.27,"Medium"
127140,"Humanities","Freshman",2.819,6.03,"Debugging/Troubleshooting","Beginner",2,"TRUE",18.14,4,"Actively_Encouraged",4,3.072,71.45,"Low"
115421,"Humanities","Freshman",2.61,23.02,"Ideation","Beginner",3,"FALSE",4.34,3,"Actively_Encouraged",7,2.495,51.64,"High"
144787,"Business","Junior",2.932,8.45,"Copywriting/Drafting","Advanced",3,"FALSE",9.25,1,"Allowed_With_Citation",1,3.487,89.65,"Low"
142974,"Arts","Junior",3.382,0.21,"Copywriting/Drafting","Intermediate",4,"FALSE",13.91,1,"Allowed_With_Citation",3,3.657,72.96,"Low"
149960,"Humanities","Freshman",2.654,1.57,"Debugging/Troubleshooting","Intermediate",1,"TRUE",16.37,4,"Allowed_With_Citation",2,2.918,100,"Low"
105942,"STEM","Freshman",2.771,4.01,"Debugging/Troubleshooting","Advanced",3,"TRUE",12.11,2,"Strict_Ban",2,3.187,86.98,"Medium"
100615,"Medical","Sophomore",3.152,0,"Summarizing_Reading","Advanced",5,"TRUE",20.22,10,"Allowed_With_Citation",5,3.238,75.56,"Medium"
126240,"Arts","Junior",3.611,8.95,"Copywriting/Drafting","Intermediate",5,"FALSE",13.44,2,"Allowed_With_Citation",3,3.985,67.67,"Medium"
135488,"STEM","Senior",3.571,3.41,"Copywriting/Drafting","Beginner",3,"FALSE",NA,3,"Strict_Ban",6,3.975,73.14,"Low"
106914,"STEM","Junior",3.435,0.86,"Debugging/Troubleshooting","Advanced",3,"TRUE",13.83,3,"Allowed_With_Citation",2,3.923,100,"Low"
142421,"Medical","Freshman",3.05,1.58,"Ideation","Beginner",3,"FALSE",20.66,2,"Allowed_With_Citation",6,3.573,61.35,"Medium"
120352,"Humanities","Freshman",3.252,NA,"Direct_Answer_Generation","Beginner",1,"FALSE",1,5,"Allowed_With_Citation",4,3.158,66.37,"Medium"
104665,"Arts","Graduate",3.324,1.2,"Copywriting/Drafting","Beginner",3,"FALSE",-5,1,"Allowed_With_Citation",5,3.663,49.46,"Medium"
110178,"Humanities","Graduate",2.96,0.75,"Debugging/Troubleshooting","Intermediate",2,"FALSE",13.47,3,"Allowed_With_Citation",1,2.886,75.76,"High"
124289,"Humanities","Freshman",2.706,9.23,"Copywriting/Drafting","Beginner",1,"N",13.84,5,"Actively_Encouraged",3,2.854,74.89,"Medium"
131938,"Arts","Junior",2.998,6.42,"Ideation","Intermediate",2,"TRUE",6.74,3,"Allowed_With_Citation",1,2.975,84.34,"Low"
135435,"Humanities","Freshman",3.662,13.88,"Summarizing_Reading","Beginner",2,"TRUE",1,5,"Allowed_With_Citation",4,3.732,83.81,"High"
104591,"Business","Sophomore",2.522,27.68,"Ideation","Advanced",4,"TRUE",18.38,4,"Actively_Encouraged",6,3.054,98.4,"High"
103711,"STEM","Sophomore",3.009,1.34,"Debugging/Troubleshooting","Beginner",3,"FALSE",17.45,1,"Allowed_With_Citation",1,3.295,77.4,"Medium"
112311,"Business","Senior",3.287,6.33,"Ideation","Beginner",1,"FALSE",13.04,2,"Allowed_With_Citation",2,3.596,86.24,"Medium"
140463,"Humanities","Sophomore",3.231,0.52,"Summarizing_Reading","Intermediate",3,"FALSE",15.27,2,"Strict_Ban",1,3.266,71.6,"Low"
110134,"Humanities","Freshman",3.943,20.67,"Summarizing_Reading","Beginner",3,"FALSE",15.98,3,"Actively_Encouraged",5,4,86.77,"High"
135168,"Humanities","Senior",2.527,3.18,"Copywriting/Drafting","Beginner",2,"FALSE",6.41,3,"Strict_Ban",4,2.587,58.34,"Low"
104696,"Medical","Freshman",3.011,3.99,"Summarizing_Reading","Beginner",2,"FALSE",12.82,2,"Allowed_With_Citation",2,3.118,77.86,"High"
120104,"STEM","Graduate",2.806,7.46,"Ideation","Intermediate",2,"FALSE",9.79,4,"Actively_Encouraged",4,3.151,94.69,"High"
123592,"Business","Junior",NA,10.99,"Summarizing_Reading","Advanced",3,"FALSE",8.79,3,"Allowed_With_Citation",1,4,80.9,"Low"
144395,"STEM","Freshman",3.401,10.47,"Debugging/Troubleshooting","Intermediate",2,"FALSE",14.05,3,"Actively_Encouraged",3,3.845,77.6,"Low"
120471,"Humanities","Freshman",3.578,1.3,"Ideation","Advanced",5,"FALSE",13.2,2,"Allowed_With_Citation",5,3.717,95.36,"Low"
125550,"Business","Junior",2.695,18.33,"Ideation","Intermediate",5,"FALSE",4.32,3,"Allowed_With_Citation",4,2.756,75.77,"Medium"
128195,"Business","Senior",1.742,10.14,"Ideation","Beginner",2,"TRUE",10.23,3,"Strict_Ban",5,1.988,54.82,"Medium"
139511,"STEM","Junior",2.84,17.59,"Debugging/Troubleshooting","Beginner",3,"FALSE",12.81,5,"Allowed_With_Citation",5,3.006,69.82,"High"
145562,"Business","Freshman",3.396,1.41,"Direct_Answer_Generation","Advanced",5,"FALSE",13.3,3,"Actively_Encouraged",3,3.298,87.96,"Low"
111960,"Medical","Senior",2.152,0.94,"Copywriting/Drafting","Beginner",1,"FALSE",8.7,1,"Actively_Encouraged",5,2.251,53.3,"Medium"
128133,"Humanities","Junior",2.484,5.12,"Copywriting/Drafting","Advanced",3,"FALSE",8.25,1,"Allowed_With_Citation",2,2.587,75.22,"High"
127301,"STEM","Sophomore",3.281,9.43,"Debugging/Troubleshooting","Advanced",4,"FALSE",16.36,4,"Actively_Encouraged",4,3.755,80.7,"Medium"
104726,"STEM","Sophomore",2.299,18.85,"Summarizing_Reading","Intermediate",1,"FALSE",18.14,8,"Actively_Encouraged",3,2.901,68.88,"High"
109477,"Medical","Sophomore",3.994,17.75,"Summarizing_Reading","Beginner",3,"FALSE",16.35,6,"Actively_Encouraged",4,4,90.42,"Medium"
132043,"Business","Sophomore",3.41,0.28,"Ideation","Beginner",2,"FALSE",10.34,1,"Allowed_With_Citation",6,3.431,66.29,"Low"
138573,"STEM","1",1.968,1.18,"Direct_Answer_Generation","Intermediate",4,"FALSE",9.3,3,"Allowed_With_Citation",3,2.196,94.87,"Medium"
125149,"STEM","Junior",2.718,2.11,"Ideation","Intermediate",3,"FALSE",11.83,3,"Actively_Encouraged",2,2.747,88.03,"Low"
105139,"Business","Sophomore",3.086,5.8,"Ideation","Intermediate",5,"TRUE",6.84,5,"Allowed_With_Citation",7,3.271,80.32,"Medium"
143169,"S.T.E.M","Senior",3.486,3.08,"Ideation","Intermediate",2,"FALSE",7.71,2,"Allowed_With_Citation",2,3.555,88.01,"Medium"
103847,"Medical","Sophomore",2.612,5.06,"Summarizing_Reading","Intermediate",1,"TRUE",6.58,3,"Allowed_With_Citation",5,2.85,53.77,"Medium"
131786,"Medical","Graduate",2.564,6.53,"Direct_Answer_Generation","Beginner",3,"TRUE",11.72,6,"Actively_Encouraged",4,2.96,66.35,"Low"
112118,"Arts","Graduate",3.084,2.59,"Copywriting/Drafting","Beginner",2,"FALSE",14.45,3,"Allowed_With_Citation",1,3.011,92.15,"High"
138068,"Arts","Freshman",3.414,2.55,"Copywriting/Drafting","Beginner",1,"TRUE",11.86,3,"Actively_Encouraged",4,3.554,84.67,"Low"
131976,"STEM","Junior",3.204,3.42,"Summarizing_Reading","Advanced",3,"TRUE",11.71,1,"Allowed_With_Citation",4,3.445,74.94,"Low"
106122,"STEM","Sophomore",3.691,8.83,"Debugging/Troubleshooting","Intermediate",3,"FALSE",4.63,4,"Actively_Encouraged",3,4,80.33,"Medium"
147991,"Business","Graduate",3.329,2.59,"Copywriting/Drafting","Beginner",2,"TRUE",13.7,3,"Strict_Ban",6,3.683,72.94,"Medium"
146386,"Business","Sophomore",2.744,6.83,"Summarizing_Reading","Intermediate",1,"TRUE",18.41,1,"Actively_Encouraged",2,3.053,79.86,"Low"
103480,"Humanities","Sophomore",2.659,1.3,"Copywriting/Drafting","Beginner",3,"FALSE",12.16,2,"Strict_Ban",4,2.84,79.02,"Medium"
143606,"Medical","Sophomore",2.85,11.55,"Summarizing_Reading","Advanced",3,"FALSE",4.31,5,"Actively_Encouraged",1,2.956,85.36,"Medium"
133053,"Humanities","Junior",3.65,12.19,"Copywriting/Drafting","Intermediate",2,"TRUE",19.68,3,"Strict_Ban",6,3.897,68.9,"Medium"
121459,"Business","Freshman",3.469,3.09,"Copywriting/Drafting","Advanced",3,"TRUE",6.78,2,"Allowed_With_Citation",2,3.137,82.97,"Low"
100818,"Humanities","Junior",3.708,12.27,"Ideation","Beginner",2,"TRUE",21.77,5,"Actively_Encouraged",4,4,72.28,"Low"
125002,"STEM","Graduate",3.448,5.5,"Debugging/Troubleshooting","Advanced",3,"FALSE",5.62,3,"Allowed_With_Citation",1,3.714,52.79,"High"
141021,"Business","Freshman",2.995,25.27,"Ideation","Advanced",3,"TRUE",13.27,5,"Actively_Encouraged",4,3.373,77.99,"Medium"
147785,"STEM","Sophomore",2.222,27.46,"Direct_Answer_Generation","Advanced",5,"TRUE",15.06,4,"Actively_Encouraged",6,2.299,59.1,"High"
108607,"Business","Sophomore",2.759,7.42,"Ideation","Beginner",2,"FALSE",14.36,2,"Strict_Ban",5,2.873,64.51,"Medium"
110437,"STEM","Junior",3.916,11.86,"Debugging/Troubleshooting","Beginner",2,"FALSE",8.27,3,"Actively_Encouraged",6,4,65.42,"Medium"
108105,"Arts","Graduate",3.221,0.74,"Debugging/Troubleshooting","Beginner",3,"TRUE",11.65,3,"Allowed_With_Citation",4,3.253,73.68,"Medium"
100148,"Business","Junior",2.107,6.05,"Ideation","Beginner",2,"TRUE",6.14,1,"Actively_Encouraged",1,2.313,76.11,"Low"
140457,"Arts","Freshman",3.237,16.87,"Copywriting/Drafting","Intermediate",3,"TRUE",9.46,7,"Strict_Ban",4,3.397,92.8,"High"
109223,"Business","Junior",3.1,0.23,"Direct_Answer_Generation","Intermediate",2,"FALSE",16.76,1,"Allowed_With_Citation",2,3.295,89.39,"Low"
132799,"Arts","Junior",2.423,15.09,"Direct_Answer_Generation","Intermediate",3,"TRUE",8.77,3,"Actively_Encouraged",3,2.511,73.19,"High"
142258,"Arts","Sophomore",2.299,3.77,"Summarizing_Reading","Beginner",3,"FALSE",9.09,3,"Strict_Ban",8,2.38,63.99,"High"
123722,"STEM","Graduate",3.485,0.79,"Debugging/Troubleshooting","Beginner",2,"FALSE",14.19,3,"Allowed_With_Citation",2,3.929,56.15,"Medium"
133528,"Arts","Senior",3.697,2.34,"Direct_Answer_Generation","Advanced",3,"TRUE",21.81,2,"Allowed_With_Citation",3,4,96.72,"Low"
130358,"STEM","Graduate",2.466,4.64,"Debugging/Troubleshooting","Intermediate",4,"FALSE",11.98,4,"Actively_Encouraged",4,2.806,80.62,"Medium"
128872,"Business","Senior",3.617,11.84,"Ideation","Beginner",2,"FALSE",11.11,3,"Strict_Ban",5,3.682,45.89,"High"
118056,"Business","Freshman",3.25,1.75,"Copywriting/Drafting","Beginner",3,"FALSE",5.75,3,"Allowed_With_Citation",2,3.389,71.98,"Low"
101161,"Arts","Senior",2.602,3.7,"Summarizing_Reading","Intermediate",2,"FALSE",9.85,1,"Allowed_With_Citation",5,2.948,66.41,"Low"
144707,"Humanities","Graduate",3.873,10.34,"Copywriting/Drafting","Advanced",3,"TRUE",17.5,6,"Allowed_With_Citation",4,4,76.68,"Medium"
132542,"STEM","Senior",3.261,20.97,"Copywriting/Drafting","Advanced",3,"TRUE",1.69,5,"Allowed_With_Citation",1,3.512,83.34,"High"
109635,"STEM","Sophomore",1.2,1.88,"Debugging/Troubleshooting","Beginner",2,"TRUE",10.94,2,"Allowed_With_Citation",2,4,63.88,"Medium"
140282,"Humanities","Freshman",3.351,2.81,"Debugging/Troubleshooting","Advanced",3,"TRUE",15.8,4,"Allowed_With_Citation",3,3.816,76.88,"Medium"
140909,"Humanities","Freshman",3.665,3.19,"Copywriting/Drafting","Beginner",1,"FALSE",2.25,3,"Actively_Encouraged",4,3.611,59.73,"Medium"
145288,"Humanities","Junior",2.58,10.68,"Ideation","Beginner",2,"TRUE",14.27,4,"Allowed_With_Citation",5,3.084,51.44,"Low"
127404,"STEM","Freshman",3.809,2.95,"Ideation","Beginner",2,"FALSE",15.3,1,"Actively_Encouraged",1,4,59.18,"Medium"
126838,"Humanities","Graduate",2.725,1.61,"Summarizing_Reading","Beginner",2,"FALSE",7.01,4,"Allowed_With_Citation",5,3.026,73.61,"High"
140475,"Business","Senior",3.06,20.54,"Ideation","Advanced",3,"TRUE",8.69,6,"Actively_Encouraged",3,3.115,86.69,"Low"
103012,"STEM","Sophomore",3.192,9.01,"Summarizing_Reading",NA,3,"TRUE",2.45,4,"Strict_Ban",1,3.024,70.45,"Medium"
142200,"Arts","Year 3",3.397,1.83,"Summarizing_Reading","Beginner",2,"TRUE",14.01,1,"Strict_Ban",2,3.549,64.69,"Low"
126925,"Business","Senior",2.814,26.68,"Copywriting/Drafting","Beginner",3,"TRUE",12.08,6,"Allowed_With_Citation",4,3.261,28.37,"High"
139414,"STEM","Freshman",2.657,15.62,"Debugging/Troubleshooting","Intermediate",3,"TRUE",10.31,2,"Strict_Ban",5,2.701,34.42,"Medium"
113442,"Business","Freshman",1.81,0.77,"Direct_Answer_Generation","Intermediate",3,"FALSE",14.36,1,"Allowed_With_Citation",1,1.799,73.73,"Low"
123825,"STEM","Junior",2.383,2.78,"Direct_Answer_Generation","Advanced",4,"FALSE",5.05,1,"Allowed_With_Citation",5,2.08,97.11,"Low"
135875,"Humanities","Freshman",2.519,1.2,"Summarizing_Reading","Beginner",3,"TRUE",13.36,4,"Actively_Encouraged",3,2.771,83.19,"Medium"
119138,"STEM","Junior",1.66,16.03,"Summarizing_Reading","Intermediate",3,"TRUE",11.78,5,"Strict_Ban",5,2.003,66.52,"High"
146014,"STEM","Sophomore",3.517,16.22,"Debugging/Troubleshooting","Intermediate",1,"TRUE",8.51,4,"Allowed_With_Citation",2,3.574,100,"Medium"
118715,"STEM","Senior",3.436,0.33,"Ideation","Beginner",1,"FALSE",9.96,2,"Allowed_With_Citation",7,3.727,80.93,"Medium"
134989,"Humanities","Graduate",2.611,7.68,"Debugging/Troubleshooting","Beginner",1,"TRUE",4.34,3,"Allowed_With_Citation",5,2.814,57.76,"High"
133925,"Humanities","Sophomore",3.845,15.1,"Copywriting/Drafting","Beginner",1,"FALSE",6.98,4,"Actively_Encouraged",4,4,68.87,"Medium"
144582,"Medical","Junior",3.425,2.41,"Copywriting/Drafting","Beginner",1,"TRUE",9.53,1,"Strict_Ban",4,3.627,52.83,"Low"
120203,"Humanities","Senior",3.752,5.01,"Direct_Answer_Generation","Intermediate",4,"FALSE",13.81,4,"Actively_Encouraged",3,4,88.51,"Medium"
116997,"Business","Junior",3.142,8.76,"Copywriting/Drafting","Intermediate",5,"FALSE",12.14,4,"Actively_Encouraged",3,3.652,77.24,"Low"
139819,"STEM","Sophomore",3.241,2.97,"Ideation","Beginner",2,"0",9.22,2,"Allowed_With_Citation",4,3.374,63.92,"Low"
111764,"STEM","Freshman",3.36,35.42,"Ideation","Advanced",3,"TRUE",4.87,7,"Actively_Encouraged",4,3.656,65.3,"High"
133320,"Medical","Sophomore",2.278,8.67,"Summarizing_Reading","Beginner",3,"TRUE",2.7,2,"Allowed_With_Citation",6,2.421,77.47,"Medium"
104484,"Business","Junior",3.037,8.19,"Ideation","Beginner",3,"TRUE",12.82,4,"Allowed_With_Citation",6,3.503,71.11,"High"
119948,"STEM","Senior",3.03,17.25,"Debugging/Troubleshooting","Intermediate",1,"TRUE",16.27,5,"Allowed_With_Citation",2,3.132,87.83,"High"
128509,"STEM","Junior",2.433,6.51,"Debugging/Troubleshooting","Intermediate",1,"FALSE",10.98,2,"Actively_Encouraged",2,2.606,74.35,"Medium"
138082,"Humanities","Junior",3.113,0.71,"Debugging/Troubleshooting","Beginner",2,"TRUE",10.5,1,"Strict_Ban",2,3.267,50.52,"Low"
142290,"Business","Junior",3.31,6.67,"Ideation","Beginner",2,"TRUE",19.17,2,"Allowed_With_Citation",4,3.74,47.25,"Medium"
107421,"STEM","Sophomore",2.789,13.68,"Debugging/Troubleshooting","Advanced",4,"FALSE",4.54,3,"Actively_Encouraged",2,2.974,83.54,"Medium"
107812,"STEM","Graduate",3.133,14.46,"Debugging/Troubleshooting","Advanced",4,"FALSE",18.94,5,"Allowed_With_Citation",4,3.714,93.15,"high"
145775,"Business","Junior",3.164,2.11,"Summarizing_Reading","Beginner",1,"FALSE",10.23,3,"Actively_Encouraged",1,3.34,67.02,"High"
111240,"STEM","Graduate",3.338,0.45,"Direct_Answer_Generation","Advanced",5,"FALSE",3.89,2,"Allowed_With_Citation",1,3.492,78.56,"Low"
138320,"Business","Freshman",2.872,0.77,"Debugging/Troubleshooting","Intermediate",2,"FALSE",10.77,1,"Allowed_With_Citation",1,3.316,58.45,"Low"
119925,"STEM","Sophomore",3.317,1.49,"Ideation","Beginner",2,"FALSE",1.16,4,"Allowed_With_Citation",5,3.281,90.29,"Medium"
118975,"Humanities","Freshman",3.433,2.74,"Copywriting/Drafting","Intermediate",4,"FALSE",12.65,2,"Actively_Encouraged",1,3.65,77.49,"Low"
148531,"STEM","Senior",3.335,2.07,"Debugging/Troubleshooting","Beginner",1,"FALSE",10.13,4,"Actively_Encouraged",5,3.548,65.2,"Medium"
109745,"STEM","Senior",3.743,11.65,"Copywriting/Drafting","Beginner",2,"TRUE",12.13,6,"Actively_Encouraged",7,4,100,"Low"
128528,"STEM","Junior",2.724,0.18,"Direct_Answer_Generation","Intermediate",2,"FALSE",10.73,3,"Allowed_With_Citation",5,3.055,62.61,"Medium"
106155,"STEM","Junior",2.993,0.41,"Debugging/Troubleshooting","Intermediate",4,"TRUE",5.63,5,"Allowed_With_Citation",3,3.093,58.74,"Medium"
147630,"Business","Senior",3.559,6.96,"Summarizing_Reading","Beginner",1,"FALSE",11.35,3,"Actively_Encouraged",6,3.917,57.66,"Low"
149863,"STEM","Freshman",3.211,0.32,"Debugging/Troubleshooting","Beginner",2,"FALSE",10.95,1,"Allowed_With_Citation",5,3.067,54.18,"Low"
111329,"Arts","Junior",3.39,8.22,"Debugging/Troubleshooting","Advanced",3,"FALSE",5.06,3,"Allowed_With_Citation",6,3.597,91.99,"Medium"
134781,"Humanities","Senior",3.661,1.05,"Copywriting/Drafting","Beginner",3,"TRUE",15.55,4,"Allowed_With_Citation",7,3.984,80.18,"Medium"
117985,"Business","Junior",2.791,1.49,"Debugging/Troubleshooting","Intermediate",3,"FALSE",4.47,2,"Allowed_With_Citation",6,2.783,65.83,"Low"
109105,"STEM","Graduate",2.292,5.39,"Ideation","Intermediate",3,"FALSE",15.9,3,"Actively_Encouraged",1,2.785,63.31,"High"
117433,"Business","Senior",3.793,0.69,"Direct_Answer_Generation","Intermediate",1,"FALSE",12.37,1,"Allowed_With_Citation",3,3.658,79.89,"Medium"
145612,"Business","Graduate",3.772,2.79,"Ideation","Advanced",4,"TRUE",12.72,2,"Actively_Encouraged",4,4,77.7,"Medium"
125464,"Humanities","Freshman",3.566,7.42,"Ideation","Beginner",3,"FALSE",7.85,4,"Strict_Ban",6,3.837,76.13,"Low"
133404,"Humanities","Junior",3.391,2.75,"Copywriting/Drafting","Beginner",2,"FALSE",12.97,1,"Actively_Encouraged",2,3.533,78.66,"Low"
128962,"Business","Junior",1.2,2.62,"Ideation","Beginner",1,"TRUE",19.64,2,"Allowed_With_Citation",1,4,NA,"Low"
103898,"Arts","Senior",3.529,13.87,"Summarizing_Reading","Intermediate",1,"FALSE",15.11,6,"Allowed_With_Citation",2,4,94.02,"Medium"
134770,"Business","Senior",NA,20.91,"Debugging/Troubleshooting","Beginner",3,"TRUE",11.34,6,"Allowed_With_Citation",8,3.283,68.21,"Medium"
112967,"Humanities","Senior",3.903,5.11,"Debugging/Troubleshooting","Intermediate",3,"FALSE",5.13,4,"Allowed_With_Citation",4,3.959,84.33,"Medium"
106050,"Medical","Sophomore",3.199,9.94,"Direct_Answer_Generation","Advanced",3,"FALSE",7.61,4,"Allowed_With_Citation",5,3.365,87.35,"High"
131749,"Arts","Senior",3.016,16.56,"Summarizing_Reading","Beginner",3,"FALSE",12.48,6,"Strict_Ban",6,3.348,79.88,"High"
118217,"Business","Sophomore",3.428,2.38,"Direct_Answer_Generation","Beginner",3,"TRUE",9.17,3,"Allowed_With_Citation",7,3.63,64.82,"Medium"
133359,"Business","Sophomore",5.2,5.26,"Copywriting/Drafting","Advanced",3,"FALSE",5.41,3,"Strict_Ban",4,2.504,78.98,"High"
140374,"STEM","Junior",2.234,3.67,"Debugging/Troubleshooting","Intermediate",3,"TRUE",9.65,4,"Actively_Encouraged",5,2.305,81.3,"Medium"
134882,"Medical","Freshman",2.766,0.77,"Debugging/Troubleshooting","Intermediate",4,"FALSE",4.14,1,"Allowed_With_Citation",5,2.721,73.63,"Low"
140835,"STEM","Junior",3.134,0.36,"Copywriting/Drafting","Intermediate",3,"FALSE",11.41,3,"Allowed_With_Citation",1,3.233,65.49,"Medium"
129529,"Medical","Senior",2.079,2.02,"Copywriting/Drafting","Intermediate",3,"FALSE",13.75,1,"Allowed_With_Citation",4,2.257,91.08,"Medium"
114867,"Business","Sophomore",2.285,2.87,"Ideation","Advanced",5,"TRUE",5.29,3,"Actively_Encouraged",4,2.562,79.99,"High"
100257,"Medical","Graduate",3.164,3.38,"Direct_Answer_Generation","Advanced",3,"TRUE",12.47,1,"Strict_Ban",2,3.636,81.63,"High"
113786,"STEM","Sophomore",3.914,15.93,"Debugging/Troubleshooting","Intermediate",2,"TRUE",16.75,5,"Actively_Encouraged",4,4,90.59,"Medium"
102398,"STEM","Senior",3.454,7.67,"Direct_Answer_Generation","Beginner",2,"N",14.38,6,"Allowed_With_Citation",3,3.691,74.45,"High"
111719,"STEM","Senior",3.326,21.09,"Debugging/Troubleshooting","Beginner",2,"TRUE",2.51,6,"Actively_Encouraged",5,3.543,60.42,"High"
122874,"Business","Senior",2.983,7.53,"Copywriting/Drafting","Advanced",3,"FALSE",13.07,1,"Allowed_With_Citation",1,3.23,88.82,"Medium"
141430,"Business","Graduate",2.909,17.07,"Direct_Answer_Generation","Beginner",2,"TRUE",14.52,3,"Allowed_With_Citation",3,3.119,77.28,"Medium"
123498,"Business","Sophomore",2.516,8.65,"Ideation","Intermediate",4,"FALSE",10.74,5,"Allowed_With_Citation",1,2.667,92.27,"Medium"
106496,"STEM","Freshman",3.274,7.3,"Debugging/Troubleshooting","Intermediate",2,"FALSE",18.09,4,"Allowed_With_Citation",1,3.694,75.67,"Low"
111808,"STEM","Freshman",3.352,3.97,"Debugging/Troubleshooting","Intermediate",5,"FALSE",11.17,1,"Actively_Encouraged",6,3.467,75.86,"Low"
100515,"STEM","Freshman",2.515,6.87,"Ideation","Intermediate",3,"FALSE",9.15,5,"Strict_Ban",1,2.519,77.48,"Medium"
123274,"Arts","Freshman",3.591,1.28,"Direct_Answer_Generation","Beginner",2,"TRUE",20.55,1,"Allowed_With_Citation",7,3.905,55.08,"Low"
105294,"STEM","Graduate",3,2.72,"Copywriting/Drafting","Intermediate",3,"FALSE",11.37,2,"Allowed_With_Citation",6,3.016,72.65,"Medium"
135975,"STEM","Graduate",2.894,27.82,"Debugging/Troubleshooting","Beginner",3,"TRUE",14.5,8,"Allowed_With_Citation",2,3.49,59.14,"High"
138764,"STEM","Senior",3.433,11.39,"Summarizing_Reading","Intermediate",2,"FALSE",1,5,"Allowed_With_Citation",6,3.739,78.19,"Medium"
112228,"STEM","Graduate",3.122,2.35,"Debugging/Troubleshooting","Advanced",4,"TRUE",10.81,1,"Allowed_With_Citation",5,3.882,90.67,"Medium"
147376,"STEM","Junior",3.778,13.62,"Direct_Answer_Generation","Advanced",3,"TRUE",11.04,3,"Actively_Encouraged",3,4,58.84,"Medium"
141784,"STEM","Sophomore",3.085,7.87,"Debugging/Troubleshooting","Beginner",3,"FALSE",7.75,4,"Allowed_With_Citation",6,3.261,83.9,"Medium"
137907,"Medical","Senior",2.907,12.47,"Direct_Answer_Generation","Advanced",3,"TRUE",1.47,3,"Allowed_With_Citation",5,3.17,64.18,"Medium"
